Filename latitude longitude altitude roll[deg] pitch[deg] yaw[deg] accLon accLat accAlt tT 
DSC00982.JPG 52.203440611 21.266663266 326.251708984 -0.5 2.37 312.53 1 1 1 7:40:59.599
DSC00983.JPG 52.203800962 21.266308758 326.100097656 -2.5 2.62 317.78 1 1 1 7:41:3.819
DSC00984.JPG 52.204177265 21.265969331 323.429290771 3.55 3.74 318.24 1 1 1 7:41:8.199
DSC00985.JPG 52.204542501 21.265630608 322.939788818 -2.12 0.48 311.52 1 1 1 7:41:12.219
DSC00986.JPG 52.204908125 21.265307970 321.258087158 -4.05 1.88 310.7 1 1 1 7:41:16.599
DSC00987.JPG 52.205265454 21.264947695 320.620086670 -0.31 1.56 321.99 1 1 1 7:41:20.999
DSC00988.JPG 52.205626320 21.264622968 319.230102539 2.25 5.68 319.96 1 1 1 7:41:25.599
DSC00989.JPG 52.205992354 21.264230205 320.174102783 -3.38 5.43 314.83 1 1 1 7:41:29.999
DSC00990.JPG 52.206379402 21.263911426 324.215393066 3.9 5.88 320.54 1 1 1 7:41:34.279
DSC00991.JPG 52.206278304 21.263244566 323.732391357 -26.17 1.73 312.53 1 1 1 7:41:38.999
DSC00992.JPG 52.205852769 21.263420237 324.781890869 -40.94 1.48 209.62 1 1 1 7:41:41.620
DSC00993.JPG 52.205507905 21.263828018 323.146606445 -15.87 1.46 146.56 1 1 1 7:41:43.819
DSC00994.JPG 52.205139965 21.264246315 321.138702393 1.91 2.2 143.58 1 1 1 7:41:46.019
DSC00995.JPG 52.204758696 21.264631700 321.886688232 4.56 4.73 157.07 1 1 1 7:41:48.219
DSC00996.JPG 52.204386040 21.264966831 322.344604492 1.17 6.08 154.97 1 1 1 7:41:50.420
DSC00997.JPG 52.204020940 21.265291969 322.105010986 0.78 5.62 158.97 1 1 1 7:41:52.620
DSC00998.JPG 52.203650132 21.265616193 324.455810547 1.65 2.83 156.78 1 1 1 7:41:54.819
DSC00999.JPG 52.203267402 21.265954801 326.970611572 1.14 2.8 154.65 1 1 1 7:41:57.219
DSC01000.JPG 52.202883548 21.266298565 324.275909424 2.18 -2.51 155.51 1 1 1 7:41:59.619
DSC01001.JPG 52.202523615 21.266644020 323.735015869 -8.93 -3.18 149.81 1 1 1 7:42:1.820
DSC01002.JPG 52.202147404 21.267005815 322.014495850 -5.45 3.79 151.37 1 1 1 7:42:4.219
DSC01003.JPG 52.201778278 21.267349735 319.243988037 1.1 -1.33 156.4 1 1 1 7:42:6.420
DSC01004.JPG 52.201409566 21.267689721 318.760406494 -0.08 4.91 159.41 1 1 1 7:42:8.619
DSC01005.JPG 52.201037391 21.268026990 318.605407715 0.67 5.52 160.4 1 1 1 7:42:10.820
DSC01006.JPG 52.200667668 21.268382728 319.038513184 -2.59 6.02 158.77 1 1 1 7:42:13.019
DSC01007.JPG 52.200306958 21.268739538 320.320312500 0.56 6.27 156.95 1 1 1 7:42:15.220
DSC01008.JPG 52.199915674 21.269098295 321.041290283 2.97 5.86 157.92 1 1 1 7:42:17.620
DSC01009.JPG 52.200358579 21.286657591 322.336914063 -2.97 4.49 159.57 1 1 1 7:43:42.399
DSC01010.JPG 52.200320638 21.285881294 320.490692139 -8.28 3.55 272.14 1 1 1 7:43:47.200
DSC01011.JPG 52.200278021 21.285103025 323.571899414 -2.98 5.59 280.99 1 1 1 7:43:52.399
DSC01012.JPG 52.200236230 21.284293449 322.327911377 1.48 2.61 275.73 1 1 1 7:43:57.600
DSC01013.JPG 52.200178720 21.283499476 322.194488525 -2.71 1.48 278.64 1 1 1 7:44:2.399
DSC01014.JPG 52.200148195 21.282686806 322.664886475 -1.53 1.93 276.51 1 1 1 7:44:7.200
DSC01015.JPG 52.200097459 21.281903587 324.088592529 -2.61 1.04 272.46 1 1 1 7:44:11.600
DSC01016.JPG 52.200045490 21.281127130 325.418792725 -2.36 0.76 267 1 1 1 7:44:15.999
DSC01017.JPG 52.200007908 21.280349092 322.452789307 -1.18 0.83 273.79 1 1 1 7:44:20.600
DSC01018.JPG 52.199965464 21.279542558 322.488800049 0.04 0.23 272.56 1 1 1 7:44:25.400
DSC01019.JPG 52.199900574 21.278762672 321.872314453 1.27 0.08 269.96 1 1 1 7:44:30.159
DSC01020.JPG 52.199949966 21.278038580 318.604309082 3.45 1.41 274.31 1 1 1 7:44:35.360
DSC01021.JPG 52.200370522 21.277606500 319.949707031 12 3.17 312.3 1 1 1 7:44:40.200
DSC01022.JPG 52.200778448 21.277219897 323.524291992 -2.32 2.68 313.12 1 1 1 7:44:44.760
DSC01023.JPG 52.201194678 21.276858512 320.669708252 -4.4 -0.29 318.54 1 1 1 7:44:50.360
DSC01024.JPG 52.200834872 21.276411152 322.373107910 1 1.27 320.59 1 1 1 7:44:58.760
DSC01025.JPG 52.200434739 21.276949280 323.933502197 -18.05 4.21 143.19 1 1 1 7:45:1.420
DSC01026.JPG 52.200048021 21.277434172 322.748596191 4.55 -0.47 146.55 1 1 1 7:45:3.820
DSC01027.JPG 52.199668981 21.277947039 323.193298340 -1.01 2.01 144.34 1 1 1 7:45:6.220
DSC01028.JPG 52.199393114 21.278613122 325.054992676 7.88 3.72 145.33 1 1 1 7:45:8.820
DSC01029.JPG 52.199465804 21.279382326 325.906799316 -41.47 -2.25 83.83 1 1 1 7:45:11.620
DSC01030.JPG 52.199521591 21.280185780 324.470001221 9.89 -2.33 65.11 1 1 1 7:45:14.420
DSC01031.JPG 52.199560268 21.280998689 322.217803955 -3.18 -0.08 73.96 1 1 1 7:45:17.220
DSC01032.JPG 52.199601733 21.281795351 321.994903564 5.85 -0.01 71.88 1 1 1 7:45:19.820
DSC01033.JPG 52.199665547 21.282618170 325.717590332 -0.55 0.49 65.83 1 1 1 7:45:22.620
DSC01034.JPG 52.199711185 21.283419686 325.074188232 2.73 -1.8 75.72 1 1 1 7:45:25.420
DSC01035.JPG 52.199783841 21.284210742 323.755615234 -3.23 -1.28 63.18 1 1 1 7:45:28.220
DSC01036.JPG 52.199817122 21.285044301 324.134399414 15.49 -3.22 81.46 1 1 1 7:45:31.020
DSC01037.JPG 52.199874121 21.285874963 322.169586182 -4.65 -2.06 71.25 1 1 1 7:45:33.820
DSC01038.JPG 52.199800853 21.286665971 319.912292480 -0.1 -3.86 70.65 1 1 1 7:45:36.420
DSC01039.JPG 52.199386236 21.286949826 317.888793945 44 1.16 123.44 1 1 1 7:45:39.020
DSC01040.JPG 52.199304314 21.286231186 322.571105957 44.49 1 212.22 1 1 1 7:45:43.760
DSC01041.JPG 52.199348833 21.285450978 322.609100342 -13.23 0.58 287.4 1 1 1 7:45:48.560
DSC01042.JPG 52.199333915 21.284651169 324.306701660 4.53 -0.23 275.62 1 1 1 7:45:52.960
DSC01043.JPG 52.199282527 21.283873836 324.532409668 -5.71 -2.47 271.01 1 1 1 7:45:57.360
DSC01044.JPG 52.199241022 21.283077747 322.789215088 -1.91 -3.95 276.27 1 1 1 7:46:1.760
DSC01045.JPG 52.199204603 21.282276378 323.660491943 2.12 -2.34 276.87 1 1 1 7:46:5.960
DSC01046.JPG 52.199155865 21.281473576 321.240905762 1.79 -2.03 277.82 1 1 1 7:46:10.360
DSC01047.JPG 52.199102445 21.280680778 320.316802979 -0.43 -1.99 276.65 1 1 1 7:46:14.760
DSC01048.JPG 52.199072832 21.279891021 316.282104492 -3.73 0.15 282.12 1 1 1 7:46:19.560
DSC01049.JPG 52.199027067 21.279101710 317.624511719 -2.89 2.18 278.59 1 1 1 7:46:24.360
DSC01050.JPG 52.198841683 21.278362257 319.861694336 -1.78 2.02 278.29 1 1 1 7:46:28.760
DSC01051.JPG 52.198376448 21.278526309 321.514892578 -42.4 0.39 223.63 1 1 1 7:46:31.620
DSC01052.JPG 52.198328451 21.279254708 323.708709717 -46.8 -1.79 126.77 1 1 1 7:46:34.420
DSC01053.JPG 52.198596773 21.279891543 324.139709473 -31.39 -0.81 28.96 1 1 1 7:46:37.900
DSC01054.JPG 52.198656179 21.280726986 323.364013672 25.66 -0.71 52.86 1 1 1 7:46:40.820
DSC01055.JPG 52.198697702 21.281525578 322.208404541 -0.22 -1.1 67.52 1 1 1 7:46:43.500
DSC01056.JPG 52.198750391 21.282308280 320.516693115 -2.15 -0.07 62.8 1 1 1 7:46:46.220
DSC01057.JPG 52.198803878 21.283120368 319.231506348 -1.1 1.14 63.68 1 1 1 7:46:49.020
DSC01058.JPG 52.198858623 21.283939748 320.512603760 0.32 3.24 64.53 1 1 1 7:46:51.820
DSC01059.JPG 52.198900584 21.284729931 321.319793701 5.21 4.21 67.96 1 1 1 7:46:54.620
DSC01060.JPG 52.198945581 21.285503015 319.660308838 -10.7 0.83 65.9 1 1 1 7:46:57.420
DSC01061.JPG 52.190115151 21.277506588 322.718292236 0.33 0.32 67.7 1 1 1 7:48:42.960
DSC01062.JPG 52.190074220 21.278220014 321.566802979 19.01 2.58 90.64 1 1 1 7:48:45.180
DSC01063.JPG 52.190169843 21.278915575 320.493591309 -23.71 3.33 65.6 1 1 1 7:48:47.580
DSC01064.JPG 52.190241293 21.279626421 318.553314209 9.68 3.59 59.07 1 1 1 7:48:49.900
DSC01065.JPG 52.190272670 21.280322269 317.849792480 5.76 6.39 67.42 1 1 1 7:48:52.100
DSC01066.JPG 52.190474210 21.280885833 317.399993896 -24.46 6.92 69.99 1 1 1 7:48:54.820
DSC01067.JPG 52.190500549 21.280262630 320.474212646 -46.9 4.98 343.26 1 1 1 7:48:59.960
DSC01068.JPG 52.190585975 21.279571075 324.147613525 17.06 5.27 271.32 1 1 1 7:49:4.480
DSC01069.JPG 52.190659490 21.278893085 323.191192627 -0.73 3.06 290.31 1 1 1 7:49:8.960
DSC01070.JPG 52.190613225 21.278207931 322.008087158 -6.68 1.27 271.05 1 1 1 7:49:12.960
DSC01071.JPG 52.190574064 21.277510253 322.234008789 1.27 1.75 273.8 1 1 1 7:49:16.980
DSC01072.JPG 52.190547676 21.276833139 321.640289307 3.85 2.55 279.1 1 1 1 7:49:20.780
DSC01073.JPG 52.190540667 21.276151416 323.273315430 0.23 1.88 269.15 1 1 1 7:49:24.620
DSC01074.JPG 52.190624838 21.275484403 323.221893311 6.74 1.91 285.89 1 1 1 7:49:29.080
DSC01075.JPG 52.190696661 21.274804438 319.939208984 -2.89 0.1 289.07 1 1 1 7:49:33.300
DSC01076.JPG 52.190752818 21.274103697 320.853698730 -5.26 1.63 290.25 1 1 1 7:49:37.100
DSC01077.JPG 52.191130237 21.274002668 323.082305908 6.23 2.83 289.02 1 1 1 7:49:41.960
DSC01078.JPG 52.191055511 21.274665250 325.115112305 47.4 -0.15 54.16 1 1 1 7:49:44.380
DSC01079.JPG 52.190912439 21.275306816 328.356903076 2.68 0.15 108.82 1 1 1 7:49:46.780
DSC01080.JPG 52.190919736 21.275985649 325.406890869 -15.68 -3.67 82.26 1 1 1 7:49:49.381
DSC01081.JPG 52.190965340 21.276699280 322.525207520 1 -3.81 59.77 1 1 1 7:49:51.981
DSC01082.JPG 52.191000195 21.277377882 320.442291260 0.34 -1.22 66.81 1 1 1 7:49:54.380
DSC01083.JPG 52.191041641 21.278053272 317.315887451 1.44 1.17 65.76 1 1 1 7:49:56.780
DSC01084.JPG 52.191088381 21.278772621 315.666687012 -1.54 2.46 63.79 1 1 1 7:49:59.300
DSC01085.JPG 52.191136824 21.279517849 316.329498291 -0.25 4.42 60.72 1 1 1 7:50:1.900
DSC01086.JPG 52.191173987 21.280232186 317.789489746 5.15 5.31 65.29 1 1 1 7:50:4.380
DSC01087.JPG 52.191227498 21.280925299 317.856689453 -2.11 4.09 59.58 1 1 1 7:50:6.780
DSC01088.JPG 52.191332372 21.281618821 317.721893311 -0.67 2.54 57.95 1 1 1 7:50:9.300
DSC01089.JPG 52.191476299 21.280996793 321.435394287 -46.1 2.63 21.29 1 1 1 7:50:16.480
DSC01090.JPG 52.191563188 21.280314258 320.989593506 16.37 2.1 283.79 1 1 1 7:50:21.281
DSC01091.JPG 52.191599876 21.279632072 321.296386719 1.22 3.33 292.7 1 1 1 7:50:25.760
DSC01092.JPG 52.191554895 21.278915978 320.881713867 -3.32 2.8 275.54 1 1 1 7:50:30.080
DSC01093.JPG 52.191505605 21.278223295 320.514709473 -0.77 4.02 275.22 1 1 1 7:50:34.301
DSC01094.JPG 52.191467765 21.277488817 319.050903320 0.83 4.57 272.31 1 1 1 7:50:38.500
DSC01095.JPG 52.191428566 21.276768985 318.508087158 -0.55 5.03 275.54 1 1 1 7:50:42.301
DSC01096.JPG 52.191808581 21.276430187 320.464599609 29.9 4.48 279.14 1 1 1 7:50:46.580
DSC01097.JPG 52.192232086 21.276302731 322.220703125 -5.73 3.02 338.31 1 1 1 7:50:50.501
DSC01098.JPG 52.192657657 21.276229243 323.729309082 5.61 2.13 342.81 1 1 1 7:50:54.701
DSC01099.JPG 52.193084986 21.276214811 320.916290283 1.99 -1.07 339.59 1 1 1 7:50:59.281
DSC01100.JPG 52.193512757 21.276148711 320.306915283 -3.2 -1.06 342.35 1 1 1 7:51:3.881
DSC01101.JPG 52.193933798 21.276111403 318.528015137 0.21 2.03 334.77 1 1 1 7:51:8.481
DSC01102.JPG 52.194358054 21.276064080 316.279602051 -0.67 3.34 340.28 1 1 1 7:51:13.280
DSC01103.JPG 52.194781471 21.275995741 315.920288086 0.15 5.32 338.05 1 1 1 7:51:18.080
DSC01104.JPG 52.195218458 21.275921303 317.652404785 -2.01 4.54 338.27 1 1 1 7:51:22.880
DSC01105.JPG 52.195642922 21.275849269 317.548614502 1.32 4.95 339.52 1 1 1 7:51:27.481
DSC01106.JPG 52.196062119 21.275775018 318.159301758 0.32 5.41 336.87 1 1 1 7:51:32.160
DSC01107.JPG 52.196487393 21.275704465 319.297302246 -0.04 5.16 337.49 1 1 1 7:51:36.681
DSC01108.JPG 52.196905030 21.275634332 321.445800781 0.72 4.58 339.46 1 1 1 7:51:41.081
DSC01109.JPG 52.197323893 21.275545347 319.242706299 -2.8 2.7 338.09 1 1 1 7:51:45.681
DSC01110.JPG 52.197747155 21.275480830 318.969909668 2.62 4.33 343.24 1 1 1 7:51:50.080
DSC01111.JPG 52.198178101 21.275408451 317.617889404 2.75 4.55 339.35 1 1 1 7:51:54.481
DSC01112.JPG 52.198610976 21.275358763 318.436614990 0 6.17 342.53 1 1 1 7:51:59.081
DSC01113.JPG 52.199037839 21.275268306 318.788208008 0.37 5.81 339.32 1 1 1 7:52:3.880
DSC01114.JPG 52.199456363 21.275207058 319.706207275 1.48 4.16 338.33 1 1 1 7:52:8.481
DSC01115.JPG 52.199880703 21.275112920 318.664611816 -5.84 5.85 335.68 1 1 1 7:52:12.960
DSC01116.JPG 52.200296845 21.275048055 317.973297119 1.58 6.45 342.5 1 1 1 7:52:17.181
DSC01117.JPG 52.200541484 21.275563639 317.720611572 25.85 8.76 344.33 1 1 1 7:52:20.381
DSC01118.JPG 52.200276905 21.276045267 318.920989990 51.21 8.29 91.12 1 1 1 7:52:22.581
DSC01119.JPG 52.199875885 21.276199149 323.143402100 27.42 12.22 173.29 1 1 1 7:52:24.981
DSC01120.JPG 52.199446326 21.276418417 324.494201660 -7.42 8.38 170.86 1 1 1 7:52:27.501
DSC01121.JPG 52.199044906 21.276598921 325.584197998 5.5 1.14 172.52 1 1 1 7:52:29.701
DSC01122.JPG 52.198632958 21.276795228 326.168487549 -1.24 4.61 168.68 1 1 1 7:52:31.901
DSC01123.JPG 52.198219851 21.276992916 324.823913574 2.07 4.71 168.05 1 1 1 7:52:34.101
DSC01124.JPG 52.197807742 21.277184038 324.495391846 1.81 3.13 169.6 1 1 1 7:52:36.301
DSC01125.JPG 52.197396221 21.277380240 323.252990723 0.92 4.17 173.29 1 1 1 7:52:38.501
DSC01126.JPG 52.196993992 21.277581007 322.252197266 -0.05 2.06 170.59 1 1 1 7:52:40.581
DSC01127.JPG 52.196582979 21.277784693 322.421386719 0.57 3.18 167.76 1 1 1 7:52:42.701
DSC01128.JPG 52.196155800 21.277995002 321.464202881 -0.07 2.97 166.5 1 1 1 7:52:44.902
DSC01129.JPG 52.195727147 21.278198497 320.829711914 0.49 4.12 169.84 1 1 1 7:52:47.101
DSC01130.JPG 52.195324498 21.278399948 320.218994141 0.22 4.59 166.77 1 1 1 7:52:49.181
DSC01131.JPG 52.194913185 21.278591169 319.771087646 2.09 4.75 169.54 1 1 1 7:52:51.301
DSC01132.JPG 52.194488826 21.278784808 319.601196289 0.09 5.24 171.12 1 1 1 7:52:53.501
DSC01133.JPG 52.194068325 21.278992019 319.309295654 -2.45 5.34 169.97 1 1 1 7:52:55.701
DSC01134.JPG 52.193667039 21.279191622 318.897399902 -1.01 5.32 168.71 1 1 1 7:52:57.781
DSC01135.JPG 52.193216163 21.279394559 318.985412598 2.8 5.27 173.08 1 1 1 7:53:0.101
DSC01136.JPG 52.192787965 21.279594868 319.236297607 -1.83 5.87 168.6 1 1 1 7:53:2.301
DSC01137.JPG 52.192385981 21.279772519 320.140686035 0.54 5.87 173.38 1 1 1 7:53:4.381
DSC01138.JPG 52.191964568 21.279947674 319.906616211 1.43 6.03 173.76 1 1 1 7:53:6.581
DSC01139.JPG 52.191517358 21.279880571 317.547698975 7.33 6.8 171.64 1 1 1 7:53:9.101
DSC01140.JPG 52.191476027 21.279239695 321.222290039 46.23 6.91 241.61 1 1 1 7:53:12.961
DSC01141.JPG 52.191525176 21.278539534 322.187591553 -5.58 7.52 297.93 1 1 1 7:53:17.281
DSC01142.JPG 52.191496620 21.277861525 323.314514160 -5.98 6.16 285.19 1 1 1 7:53:21.081
DSC01143.JPG 52.191467036 21.277190792 323.679901123 0.87 3.8 281.24 1 1 1 7:53:24.761
DSC01144.JPG 52.191419394 21.276471024 323.023712158 -1.56 3.6 279.91 1 1 1 7:53:28.681
DSC01145.JPG 52.191388726 21.275764113 321.654693604 3.84 3.72 282.95 1 1 1 7:53:32.481
DSC01146.JPG 52.191343552 21.275078476 321.821105957 -2.27 4.37 280.83 1 1 1 7:53:36.081
DSC01147.JPG 52.191301097 21.274372324 322.028808594 1.15 3.52 279.25 1 1 1 7:53:39.681
DSC01148.JPG 52.191268321 21.273659347 323.064208984 1.5 2.83 278.65 1 1 1 7:53:43.281
DSC01149.JPG 52.191237710 21.272956422 322.584594727 -0.72 2.01 282.29 1 1 1 7:53:46.901
DSC01150.JPG 52.191201069 21.272284337 321.743011475 -0.78 1.89 278.41 1 1 1 7:53:50.381
DSC01151.JPG 52.191223157 21.271639659 320.504608154 -1.4 1.82 276.35 1 1 1 7:53:53.781
DSC01152.JPG 52.191538993 21.272029180 321.618988037 44.2 1.46 322.53 1 1 1 7:53:57.781
DSC01153.JPG 52.191501732 21.272695899 324.457489014 25.9 5.2 78.14 1 1 1 7:54:0.381
DSC01154.JPG 52.191617654 21.273379714 322.411102295 -19.9 2.05 57.87 1 1 1 7:54:3.501
DSC01155.JPG 52.191751764 21.274077849 321.198486328 3.55 -0.01 48.33 1 1 1 7:54:6.501
DSC01156.JPG 52.191815269 21.274791468 320.985595703 5.92 2.69 49.24 1 1 1 7:54:9.301
DSC01157.JPG 52.191824778 21.275475775 320.362915039 6.85 3.18 67.33 1 1 1 7:54:11.901
DSC01158.JPG 52.191859854 21.276199346 319.662689209 -2.63 2.86 62.69 1 1 1 7:54:14.701
DSC01159.JPG 52.191879689 21.276906573 320.276702881 3.45 3.01 65.55 1 1 1 7:54:17.381
DSC01160.JPG 52.191925592 21.277627266 318.584411621 -3.05 2.68 66.95 1 1 1 7:54:20.101
DSC01161.JPG 52.191984754 21.278297248 316.938995361 -6.43 3.63 53.89 1 1 1 7:54:22.581
DSC01162.JPG 52.192015891 21.278976233 315.683105469 5.09 6.08 64.47 1 1 1 7:54:24.981
DSC01163.JPG 52.192040231 21.279647141 317.047607422 0.35 8.33 62.91 1 1 1 7:54:27.381
DSC01164.JPG 52.192077016 21.280374587 319.568115234 -4.72 6.32 64.91 1 1 1 7:54:30.101
DSC01165.JPG 52.192322817 21.280928089 321.537292480 -7.51 5.04 64.85 1 1 1 7:54:33.501
DSC01166.JPG 52.192530425 21.280337384 324.261596680 -41.98 2.61 338.83 1 1 1 7:54:38.281
DSC01167.JPG 52.192507694 21.279654160 324.672393799 -9.21 1.5 285.8 1 1 1 7:54:41.901
